iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization;b0;judgement
33;2;70;1;3;Sie möchten also in der Innenstadt in der oberen Preisklasse chinesisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;midday;neutral;chinese;expensive;centre;;;chinese ;expensive ;centre ;4;0;0;affirm ;1;;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;expensive;centre;3;bad
33;3;70;1;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Hm, dann nicht ganz so teuer.  ;offerModification;logical;average ;price ;choice;0;13;1;expensive no ;price logical ;0;0;1;1;0;0;0;1;0;1;;midday;neutral;chinese;average;centre;;;chinese ;expensive ;centre ;5;0;0;provide ;6;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
33;4;70;1;3;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;bye;bye;;;na;0;13;0;;;;;;;;;;;0;1;;midday;neutral;chinese;average;centre;;;chinese ;expensive ;centre ;5;;0;;0;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;3;bad
34;1;100;1;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne italienisch essen gehen in Querenburg in der mittleren Preisklasse.  ;request;ALL;italian average querenburg ;foodtype price localization ;open;1;41;3;italian querenburg yes ;foodtype localization logical ;2;1;0;1;0;0;0;1;0;0;;neutral;neutral;italian;average;querenburg;;;;;;3;0;0;provide ;12;;;;;;neutral;neutral;italian;average;querenburg;4.5;bad
34;2;100;1;4;Sie möchten also in Querenburg italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;8;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;italian;average;querenburg;;;italian ;;querenburg ;3;0;0;affirm ;1;;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg;4.5;bad
34;3;100;1;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Summa cum Laude          Querenburger Höhe 282} {Mediteranee Querenburger Höhe 267} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;31;0;;;;;;;;;;;0;0; 58 136;neutral;neutral;italian;average;querenburg;;;italian ;;querenburg ;3;;0;;0;hor ;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg;4.5;bad
35;1;80;1;5;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne Samstag Abend indisch essen gehen in der mittleren Preisklasse.  ;request;ALL;saturday indian evening average ;date foodtype time price ;open;1;41;4;saturday indian evening yes ;date foodtype time logical ;3;1;0;1;0;0;0;1;0;0;;evening;saturday;indian;average;neutral;;;;;;4;0;0;provide ;12;;;;;;evening;saturday;indian;average;neutral;4.8;bad
35;2;80;1;5;Sie möchten also Samstag Abend indisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;8;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;evening;saturday;indian;average;neutral;evening ;saturday ;indian ;;;4;0;0;affirm ;1;hor18 ;hor18 ;cui34 ;;;evening;saturday;indian;average;neutral;4.8;bad
35;3;80;1;5;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Taj Mahal                Kortumstr. 9    } {Shalimar Große Borbach 11} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;29;0;;;;;;;;;;;0;0; 95 155;evening;saturday;indian;average;neutral;evening ;saturday ;indian ;;;4;;0;;0;hor18 ;hor18 ;cui34 ;;;evening;saturday;indian;average;neutral;4.8;bad
37;1;100;1;2;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Dienstag.  ;request;ALL;tuesday ;date ;open;1;46;1;tuesday ;date ;1;0;0;0;1;0;0;0;4;0;;evening;tuesday;greek;cheap;grumme;;;;;;1;0;0;provide ;1;;;;;;evening;tuesday;greek;cheap;grumme;4;bad
37;2;100;1;2;Sie möchten also Dienstag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;4;0;;evening;tuesday;greek;cheap;grumme;;tuesday ;;;;1;0;0;affirm ;1;hor ;hor4 hor5 hor6 ;;;;evening;tuesday;greek;cheap;grumme;4;bad
37;3;100;1;2;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abend. Abend.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;3;0;;evening;tuesday;greek;cheap;grumme;;tuesday ;;;;2;0;0;provide ;2;hor ;hor4 hor5 hor6 ;;;;evening;tuesday;greek;cheap;grumme;4;bad
37;4;100;1;2;Sie möchten also abends essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;3;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;;;;2;0;0;affirm ;1;hor6 ;hor6 ;;;;evening;tuesday;greek;cheap;grumme;4;bad
37;5;100;1;2;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Griechisch.  ;request;foodtype;greek ;foodtype ;closed;1;10;1;greek ;foodtype ;1;0;0;0;1;0;0;0;2;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;;;;3;0;0;provide ;1;hor6 ;hor6 ;;;;evening;tuesday;greek;cheap;grumme;4;bad
37;6;100;1;2;Sie möchten also griechisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;;3;0;0;affirm ;1;hor6 ;hor6 ;cui22 ;;;evening;tuesday;greek;cheap;grumme;4;bad
37;7;100;1;2;Wieviel möchten Sie ungefähr pro Person ausgeben?;Untere Kategorie.  ;request;price;cheap ;price ;closed;0;7;1;cheap price ;price field ;1;0;0;1;0;0;0;1;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;;4;0;0;provide ;2;hor6 ;hor6 ;cui22 ;;;evening;tuesday;greek;cheap;grumme;4;bad
37;8;100;1;2;Sie möchten also in der unteren Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;cheap ;;4;0;0;affirm ;1;hor6 ;hor6 ;cui22 ;prx1 prx2 prx3 ;;evening;tuesday;greek;cheap;grumme;4;bad
37;9;100;1;2;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Arthemis                 Wasserstr. 149  } {Attika                   Massenbergstr. 1} Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;27;0;;;;;;;;;;;1;0; 101 103;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;cheap ;;4;;0;;0;hor6 ;hor6 ;cui22 ;prx1 prx2 prx3 ;;evening;tuesday;greek;cheap;grumme;4;bad
40;1;90;1;5;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ort.  ;request;ALL;localization ;field ;open;1;46;1;localization ;field ;1;0;0;0;1;0;0;0;3;0;;evening;neutral;italian;neutral;wiemelhausen;;;;;;1;0;0;provide ;1;;;;;;evening;neutral;italian;neutral;wiemelhausen;3.9;bad
40;2;90;1;5;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Wiemelhausen.  ;indicateValues1;localization;wiemelhausen ;localization ;choice;1;15;1;wiemelhausen ;localization ;1;0;0;0;1;0;0;0;2;0;;evening;neutral;italian;neutral;wiemelhausen;;;;;;2;0;0;provide ;1;;;;;;evening;neutral;italian;neutral;wiemelhausen;3.9;bad
40;3;90;1;5;Sie möchten also in Wiemelhausen essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;7;1;yes ;logical ;1;0;0;0;1;0;0;0;2;0;;evening;neutral;italian;neutral;wiemelhausen;;;;;wiemelhausen ;2;0;0;affirm ;1;;hor ;;;loc11 ;evening;neutral;italian;neutral;wiemelhausen;3.9;bad
40;4;90;1;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;;;0;1;0;0;0;0;1;0;1;0;;evening;neutral;italian;neutral;wiemelhausen;;;;;wiemelhausen ;3;0;0;provide ;1;;hor ;;;loc11 ;evening;neutral;italian;neutral;wiemelhausen;3.9;bad
40;5;90;1;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;1;0;;evening;neutral;italian;neutral;wiemelhausen;;;;;wiemelhausen ;3;0;0;provide ;1;hor ;hor ;;;loc11 ;evening;neutral;italian;neutral;wiemelhausen;3.9;bad
40;6;90;1;5;Sie möchten also abends essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;1;0;;evening;neutral;italian;neutral;wiemelhausen;evening ;;;;wiemelhausen ;3;0;0;affirm ;1;hor ;hor ;;;loc11 ;evening;neutral;italian;neutral;wiemelhausen;3.9;bad
40;7;90;1;5;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Italienisch.  ;request;foodtype;italian ;foodtype ;closed;1;10;1;italian ;foodtype ;1;0;0;0;1;0;0;0;0;0;;evening;neutral;italian;neutral;wiemelhausen;evening ;;;;wiemelhausen ;4;0;0;provide ;1;hor ;hor ;;;loc11 ;evening;neutral;italian;neutral;wiemelhausen;3.9;bad
40;8;90;1;5;Sie möchten also italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;evening;neutral;italian;neutral;wiemelhausen;evening ;;italian ;;wiemelhausen ;4;0;0;affirm ;1;hor ;hor ;cui20 ;;loc11 ;evening;neutral;italian;neutral;wiemelhausen;3.9;bad
40;9;90;1;5;Hier ist das passende Restaurant auf Ihre Anfrage.  {Pisa Markstr. 137} Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;24;0;;;;;;;;;;;0;0;140;evening;neutral;italian;neutral;wiemelhausen;evening ;;italian ;;wiemelhausen ;4;;0;;0;hor ;hor ;cui20 ;;loc11 ;evening;neutral;italian;neutral;wiemelhausen;3.9;bad
41;1;80;1;1;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Wo kann ich Ente essen gehen? ;request;ALL;poultry ;foodtype ;open;1;46;1;poultry ;foodtype ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;6;;;;;;neutral;neutral;poultry;neutral;neutral;4.6;bad
41;2;80;1;1;Sie möchten also Geflügel essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;1;0;0;affirm ;1;;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral;4.6;bad
41;3;80;1;1;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Haus Oekey                Auf dem Alten Kamp 10} {China                    Brückstr. 47    } {Mandarin Peking          Herner Str. 127 } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;36;0;;;;;;;;;;;0;0; 33 79 86;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;1;;0;;0;hor ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral;4.6;bad
42;1;60;1;2;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich möchte gerne am Dienstag Abend in Bochum Grumme griechisch essen gehen in der unteren Preisklasse.  ;request;ALL;tuesday greek evening cheap grumme ;date foodtype time price localization ;open;1;46;5;tuesday greek evening grumme ;date foodtype time localization ;4;1;0;0;0;1;0;0;0;0;;evening;tuesday;greek;cheap;grumme;;;;;;5;0;0;provide ;16;;;;;;evening;tuesday;greek;cheap;grumme;4.4;bad
42;2;60;1;2;Sie möchten also Dienstag Abend in Grumme griechisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;10;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;grumme ;5;0;0;affirm ;1;hor6 ;hor6 ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;grumme;4.4;bad
42;3;60;1;2;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;grumme ;5;0;0;accept ;1;hor6 ;hor6 ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;weitmar;4.4;bad
42;4;60;1;2;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Ich möchte am Dienstag Abend in Bochum Weitmar griechisch essen gehen in der unteren Preisklasse.  ;request;field;tuesday greek evening cheap weitmar ;date foodtype time price localization ;closed;1;28;5;tuesday greek evening weitmar ;date foodtype time localization ;4;1;0;0;0;1;0;0;0;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;grumme ;6;0;0;provide ;15;hor6 ;hor6 ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;weitmar;4.4;bad
42;5;60;1;2;Könnten Sie bitte den gewünschten Ort des Restaurants wiederholen?;Weitmar.  ;repetitionRequest;localization;weitmar ;localization ;closed;0;9;1;weitmar ;localization ;1;0;0;0;1;0;0;0;0;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;weitmar grumme ;6;0;0;provide ;1;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor4 hor5 hor6 ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;4.4;bad
42;6;60;1;2;Sie möchten also in Weitmar essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;7;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;weitmar grumme ;6;0;0;affirm ;1;hor6 ;hor6 ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;4.4;bad
42;7;60;1;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;24;0;;;;;;;;;;;0;1;101;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;weitmar ;6;;0;;0;hor6 ;hor6 ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;4.4;bad
43;1;90;1;3;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich möchte mittags ab 12 Uhr in der Innenstadt chinesisch essen gehen in der oberen Preisklasse.  ;request;ALL;chinese midday expensive centre ;foodtype time price localization ;open;1;46;4;chinese midday centre ;foodtype time localization ;3;1;0;0;0;1;0;0;0;0;;midday;neutral;chinese;expensive;centre;;;;;;4;0;0;provide ;16;;;;;;midday;neutral;chinese;expensive;centre;4;bad
43;2;90;1;3;Sie möchten also mittags in der Innenstadt chinesisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;10;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;centre ;4;0;0;affirm ;1;hor02 hor5 hor8 hor11 hor14 hor17 hor20 hor2 ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
43;3;90;1;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Wochentags, montags.  ;request;date;monday ;date ;closed;0;8;1;;;0;1;0;0;0;0;1;0;0;1;;midday;monday;chinese;expensive;centre;midday ;;chinese ;;centre ;5;0;0;provide ;2;hor02 hor5 hor8 hor11 hor14 hor17 hor20 hor2 ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
43;4;90;1;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montag.  ;request;date;monday ;date ;closed;0;8;1;monday ;date ;1;0;0;0;1;0;0;0;0;1;;midday;monday;chinese;expensive;centre;midday ;;chinese ;;centre ;5;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
43;5;90;1;3;Sie möchten also Montag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;5;0;0;affirm ;1;;;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
43;6;90;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;70 Euro.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;5;0;0;provide ;2;;;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
43;7;90;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;50 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;0;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;5;0;0;provide ;2;;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
43;8;90;1;3;Sie möchten also in der oberen Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;expensive ;centre ;5;0;0;affirm ;1;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;expensive;centre;4;bad
43;9;90;1;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja bitte.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;2;;midday;monday;chinese;cheap;centre;midday ;monday ;chinese ;expensive ;centre ;5;0;0;accept ;2;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;4;bad
43;10;90;1;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Untere Preisklasse.  ;request;field;cheap ;price ;closed;1;28;1;cheap ;price ;1;0;0;0;1;0;0;0;0;2;;midday;monday;chinese;cheap;centre;midday ;monday ;chinese ;expensive ;centre ;6;0;0;provide ;2;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;4;bad
43;11;90;1;3;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;10 Euro.  ;repetitionRequest;price;cheap ;price ;closed;0;9;1;;;0;1;0;0;0;0;1;0;0;2;;midday;monday;chinese;cheap;centre;midday ;monday ;chinese ;cheap expensive ;centre ;6;0;0;provide ;2;hor ;hor ;cui35 ;prx1 prx2 prx3 ;loc01 ;midday;neutral;chinese;neutral;centre;4;bad
43;12;90;1;3;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Mandarin Peking          Herner Str. 127 } {Ozean                    Kortumstr. 101  } {Shanghai                 Brüderstr. 2    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;32;0;;;;;;;;;;;0;2; 86 87 89;midday;monday;chinese;cheap;centre;midday ;monday ;chinese ;expensive cheap ;centre ;6;;0;;0;hor ;hor ;cui35 ;prx1 prx2 prx3 ;loc01 ;midday;neutral;chinese;neutral;centre;4;bad
45;1;100;1;5;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich suche ein chinesisches Restaurant für den Mittagstisch im Raum Innenstadt.  ;request;ALL;chinese midday centre ;foodtype time localization ;open;1;46;3;chinese centre ;foodtype localization ;2;1;0;0;0;1;0;0;1;0;;midday;neutral;chinese;average;centre;;;;;;3;0;0;provide ;11;;;;;;midday;neutral;chinese;average;centre;4;bad
45;2;100;1;5;Sie möchten also in der Innenstadt chinesisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;average;centre;;;chinese ;;centre ;3;0;0;affirm ;1;;hor ;cui35 ;;loc01 ;midday;neutral;chinese;average;centre;4;bad
45;3;100;1;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Für das Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;average;centre;;;chinese ;;centre ;3;0;0;provide ;3;;hor ;cui35 ;;loc01 ;midday;neutral;chinese;average;centre;4;bad
45;4;100;1;5;Sie möchten also mittags essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;average;centre;midday ;;chinese ;;centre ;3;0;0;affirm ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;average;centre;4;bad
45;5;100;1;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Ähm, wochentags.  ;request;date;week ;date ;closed;0;8;1;;;0;1;0;0;0;0;1;0;1;1;;midday;week;chinese;average;centre;midday ;;chinese ;;centre ;4;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;average;centre;4;bad
45;6;100;1;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Mittwochs.  ;request;date;wednesday ;date ;closed;0;8;1;;;0;1;0;0;0;0;1;0;1;1;;midday;week;chinese;average;centre;midday ;;chinese ;;centre ;5;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;average;centre;4;bad
45;7;100;1;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Morgen.  ;request;date;monday ;date ;closed;0;8;1;monday ;date ;1;0;0;0;1;0;0;0;1;1;;midday;week;chinese;average;centre;midday ;;chinese ;;centre ;6;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;average;centre;4;bad
45;8;100;1;5;Sie möchten also Montag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;1;1;;midday;week;chinese;average;centre;midday ;monday ;chinese ;;centre ;6;0;0;affirm ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;average;centre;4;bad
45;9;100;1;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;Ähm, ca 15 Euro.  ;request;price;average ;price ;closed;0;7;1;average ;price ;1;0;0;0;1;0;0;0;0;1;;midday;week;chinese;average;centre;midday ;monday ;chinese ;;centre ;7;0;0;provide ;4;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;average;centre;4;bad
45;10;100;1;5;Sie möchten also in der mittleren Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;midday;week;chinese;average;centre;midday ;monday ;chinese ;average ;centre ;7;0;0;affirm ;1;hor ;hor ;cui35 ;prx5 ;loc01 ;midday;neutral;chinese;average;centre;4;bad
45;11;100;1;5;Hier ist das passende Restaurant auf Ihre Anfrage.  {Asia                     Steinring 43    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;24;0;;;;;;;;;;;0;1;91;midday;week;chinese;average;centre;midday ;monday ;chinese ;average ;centre ;7;;0;;0;hor ;hor ;cui35 ;prx5 ;loc01 ;midday;neutral;chinese;average;centre;4;bad
46;1;90;1;1;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Chinesisch.  ;request;ALL;chinese ;foodtype ;open;1;41;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;chinese;neutral;neutral;;;;;;1;0;0;provide ;1;;;;;;neutral;neutral;poultry;neutral;neutral;3;bad
