iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization;class
54;10;100;0;4;In welchem Stadtteil möchten Sie essen gehen?;In Querenburg.  ;request;localization;querenburg ;localization ;closed;0;7;1;querenburg ;localization ;1;0;0;0;1;0;0;0;0;4;;midday;wednesday;italian;cheap;querenburg;midday ;wednesday ;italian ;cheap expensive ;;8;0;0;provide ;2;hor ;hor ;cui20 ;prx1 prx2 prx3 ;;neutral;neutral;italian;cheap;querenburg;word_accuracy_100
54;11;100;0;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Summa cum Laude          Querenburger Höhe 282} {Mediteranee Querenburger Höhe 267} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;31;0;;;;;;;;;;;0;4; 58 136;midday;wednesday;italian;cheap;querenburg;midday ;wednesday ;italian ;cheap ;querenburg ;8;;0;;0;hor ;hor ;cui20 ;prx1 prx2 prx3 ;loc12 ;neutral;neutral;italian;cheap;querenburg;word_accuracy_100
57;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne Dienstag Abend ähm in Grumme griechisch essen gehen.  ;request;ALL;tuesday greek evening grumme ;date foodtype time localization ;open;1;41;4;tuesday greek evening grumme yes ;date foodtype time localization logical ;4;0;0;1;0;0;0;1;1;0;;evening;tuesday;greek;cheap;grumme;;;;;;4;0;0;provide ;11;;;;;;evening;tuesday;greek;cheap;grumme;word_accuracy_100
57;2;100;0;2;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;2;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;grumme ;4;0;0;accept ;1;hor6 ;hor6 ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;weitmar;word_accuracy_100
57;3;100;0;2;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Ich würde gerne in einem Restaurant in Weitmar essen gehen.  ;request;field;weitmar ;localization ;closed;1;28;1;weitmar yes foodtype ;localization logical field ;1;0;0;2;0;0;0;1;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;grumme ;5;0;0;provide ;10;hor6 ;hor6 ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;weitmar;word_accuracy_100
57;4;100;0;2;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesisch.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;1;2;;evening;tuesday;chinese;cheap;weitmar;evening ;tuesday ;greek ;;weitmar grumme ;6;0;0;provide ;1;hor6 ;hor6 ;cui22 ;;loc8 ;evening;tuesday;chinese;cheap;weitmar;word_accuracy_100
57;5;100;0;2;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Chinesisch.  ;repetitionRequest;foodtype;chinese ;foodtype ;closed;0;9;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;1;2;;evening;tuesday;chinese;cheap;weitmar;evening ;tuesday ;chinese greek ;;grumme weitmar ;6;0;0;provide ;1;hor6 ;hor6 ;cui35 ;;loc8 ;evening;tuesday;chinese;cheap;weitmar;word_accuracy_100
57;6;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Enten Haus               Kemnader Str. 23} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;26;0;;;;;;;;;;;1;2;81;evening;tuesday;chinese;cheap;weitmar;evening ;tuesday ;chinese greek ;;grumme weitmar ;6;;0;;0;hor6 ;hor6 ;cui35 ;;loc8 ;evening;tuesday;chinese;cheap;weitmar;word_accuracy_100
59;1;100;0;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Italienisch.  ;request;ALL;italian ;foodtype ;open;1;41;1;italian ;foodtype ;1;0;0;0;1;0;0;0;2;0;;neutral;neutral;italian;average;querenburg;;;;;;1;0;0;provide ;1;;;;;;neutral;neutral;italian;average;querenburg;word_accuracy_100
59;2;100;0;4;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;2;1;;evening;neutral;italian;average;querenburg;;;italian ;;;2;0;0;provide ;1;;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg;word_accuracy_100
59;3;100;0;4;An welchem Tag beabsichtigen Sie essen zu gehen? ;Freitag.  ;request;date;friday ;date ;closed;0;8;1;friday ;date ;1;0;0;0;1;0;0;0;2;2;;evening;friday;italian;average;querenburg;evening ;;italian ;;;3;0;0;provide ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg;word_accuracy_100
59;4;100;0;4;Wieviel möchten Sie ungefähr pro Person ausgeben?;15 Euro.  ;request;price;average ;price ;closed;0;7;1;average ;price ;1;0;0;0;1;0;0;0;1;2;;evening;friday;italian;average;querenburg;evening ;friday ;italian ;;;4;0;0;provide ;2;;;cui20 ;;;neutral;neutral;italian;average;querenburg;word_accuracy_100
59;5;100;0;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Basilea am alten Rathaus Untermarkt 10    } {Da Capo                  Springerplatz 34} {Pinocchio Hörder Str. 330} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;35;0;;;;;;;;;;;1;2; 119 121 139;evening;friday;italian;average;querenburg;evening ;friday ;italian ;average ;;4;;0;;0;hor ;hor ;cui20 ;prx5 ;;neutral;neutral;italian;average;querenburg;word_accuracy_100
62;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne Dienstag Abend in Grumme griechisch essen gehen.  ;request;ALL;tuesday greek evening grumme ;date foodtype time localization ;open;1;41;4;tuesday greek evening grumme yes ;date foodtype time localization logical ;4;0;0;1;0;0;0;1;1;0;;evening;tuesday;greek;cheap;grumme;;;;;;4;0;0;provide ;10;;;;;;evening;tuesday;greek;cheap;grumme;word_accuracy_100
62;2;100;0;2;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ich möchte gerne Dienstag Abend in Weitmar essen gehen, griechisch.  ;offerModification;logical;tuesday greek evening weitmar ;date foodtype time localization ;choice;0;13;4;tuesday greek evening weitmar yes ;date foodtype time localization logical ;4;0;0;1;0;0;0;1;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;grumme ;5;0;0;provide ;10;hor6 ;hor6 ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;weitmar;word_accuracy_100
62;3;100;0;2;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Dienstag abend, in Weitmar, griechisch.  ;request;field;tuesday greek evening weitmar ;date foodtype time localization ;closed;1;28;4;tuesday greek evening weitmar ;date foodtype time localization ;4;0;0;0;1;0;0;0;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;weitmar grumme ;5;0;0;provide ;5;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor4 hor5 hor6 ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;word_accuracy_100
62;4;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;24;0;;;;;;;;;;;1;1;101;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;weitmar grumme ;5;;0;;0;hor6 ;hor6 ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;word_accuracy_100
65;1;100;0;5;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;In der Innenstadt mexikanisch, mittlere Preiskategorie.  ;request;ALL;mexican average ;foodtype price ;open;1;41;2;centre ;localization ;0;2;0;1;0;0;0;1;2;0;;evening;neutral;mexican;average;centre;;;;;;2;0;0;provide ;6;;;;;;evening;neutral;mexican;average;centre;word_accuracy_100
65;2;100;0;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;1;0;;evening;neutral;mexican;average;centre;;;;;centre ;3;0;0;provide ;1;;hor ;;;loc01 ;evening;neutral;mexican;average;centre;word_accuracy_100
65;3;100;0;5;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Mexikanisch.  ;request;foodtype;mexican ;foodtype ;closed;1;10;1;mexican ;foodtype ;1;0;0;0;1;0;0;0;1;0;;evening;neutral;mexican;average;centre;evening ;;;;centre ;3;0;0;provide ;1;hor ;hor ;;;loc01 ;evening;neutral;mexican;average;centre;word_accuracy_100
65;4;100;0;5;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Amigos Mexicano Massenbergstr. 14} {Barrio Brothers Viktoriastr. 66} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;29;0;;;;;;;;;;;1;0; 150 151;evening;neutral;mexican;average;centre;evening ;;mexican ;;centre ;3;;0;;0;hor ;hor ;cui44 ;;loc01 ;evening;neutral;mexican;average;centre;word_accuracy_100
68;1;100;0;3;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ort des Restaurants.  ;request;ALL;localization ;field ;open;1;46;1;localization foodtype ;field field ;1;0;0;1;0;0;0;1;4;0;;midday;neutral;chinese;expensive;centre;;;;;;1;0;0;provide ;3;;;;;;midday;neutral;chinese;expensive;centre;word_accuracy_100
68;2;100;0;3;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Zentrum.  ;indicateValues1;localization;centre ;localization ;choice;1;15;1;centre ;localization ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;1;;;;;;midday;neutral;chinese;expensive;centre;word_accuracy_100
68;3;100;0;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;;;;;centre ;3;0;0;provide ;1;;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre;word_accuracy_100
68;4;100;0;3;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Chinesisch.  ;request;foodtype;chinese ;foodtype ;closed;1;10;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;expensive;centre;midday ;;;;centre ;4;0;0;provide ;1;hor ;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre;word_accuracy_100
68;5;100;0;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Dienstag.  ;request;date;tuesday ;date ;closed;0;8;1;tuesday ;date ;1;0;0;0;1;0;0;0;1;1;;midday;tuesday;chinese;expensive;centre;midday ;;chinese ;;centre ;5;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;word_accuracy_100
68;6;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Hohe Preisklasse.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;tuesday;chinese;expensive;centre;midday ;tuesday ;chinese ;;centre ;6;0;0;provide ;2;;;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;word_accuracy_100
68;7;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;30 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;0;1;;midday;tuesday;chinese;expensive;centre;midday ;tuesday ;chinese ;;centre ;6;0;0;provide ;2;;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre;word_accuracy_100
68;8;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;2;;midday;tuesday;chinese;average;centre;midday ;tuesday ;chinese ;expensive ;centre ;6;0;0;accept ;1;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
68;9;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Preis ändern.  ;request;field;changequery price ;action field ;closed;1;28;2;changequery price ;action field ;2;0;0;0;1;0;0;0;1;2;;midday;tuesday;chinese;average;centre;midday ;tuesday ;chinese ;expensive ;centre ;8;0;0;provide ;2;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
68;10;100;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Mittlere Preisklasse.  ;indicateValues;price;average ;price ;choice;1;12;1;average ;price ;1;0;0;0;1;0;0;0;0;2;;midday;tuesday;chinese;average;centre;midday ;tuesday ;chinese ;expensive ;centre ;9;0;0;provide ;2;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
68;11;100;0;3;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;20 Euro.  ;repetitionRequest;price;average ;price ;closed;0;9;1;average ;price ;1;0;0;0;1;0;0;0;0;2;;midday;tuesday;chinese;average;centre;midday ;tuesday ;chinese ;average expensive ;centre ;9;0;0;provide ;2;hor ;hor ;cui35 ;prx3 prx4 prx5 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
68;12;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;3;;midday;tuesday;chinese;neutral;centre;midday ;tuesday ;chinese ;average expensive ;centre ;9;0;0;accept ;1;hor ;hor ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
68;13;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Preis ändern.  ;request;field;changequery price ;action field ;closed;1;28;2;changequery price ;action field ;2;0;0;0;1;0;0;0;0;3;;midday;tuesday;chinese;neutral;centre;midday ;tuesday ;chinese ;average ;centre ;9;0;0;provide ;2;hor ;hor ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
68;14;100;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Keine Präferenz.  ;indicateValues;price;neutral ;price ;choice;1;12;1;neutral neutral ;price logical ;1;0;0;1;0;0;0;1;0;3;;midday;tuesday;chinese;neutral;centre;midday ;tuesday ;chinese ;average ;centre ;10;0;0;provide ;2;hor ;hor ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
68;15;100;0;3;Es gibt mehr als drei passende Restaurants auf Ihre Anfrage. Möchten Sie Ihre Frage präzisieren?;Nein.  ;offerRefinement;logical;no ;logical ;choice;0;15;1;no ;logical ;1;0;0;0;1;0;0;0;0;3;;midday;tuesday;chinese;neutral;centre;midday ;tuesday ;chinese ;neutral average ;centre ;10;0;0;neglect ;1;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
68;16;100;0;3;{Bambushain               Dorstener Str. 158} {China                    Brückstr. 47    } {Fan Hingh                Hans Böckler Str. 19} Möchten Sie noch weitere Antworten hören? ;Ja.  ;informAndOfferMore;logical;yes ;logical ;choice;0;19;1;yes ;logical ;1;0;0;0;1;0;0;0;0;3; 77 79 82;midday;tuesday;chinese;neutral;centre;midday ;tuesday ;chinese ;average neutral ;centre ;10;0;0;accept ;1;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
68;17;100;0;3;{Mandarin Peking          Herner Str. 127 } {Ozean                    Kortumstr. 101  } {PekingV                   Viktoriastr. 51 } Es gibt noch andere Antworten. Möchten Sie sie hören? ;Ja.  ;informAndOfferMore;logical;yes ;logical ;choice;0;20;1;yes ;logical ;1;0;0;0;1;0;0;0;0;3; 86 87 88;midday;tuesday;chinese;neutral;centre;midday ;tuesday ;chinese ;average neutral ;centre ;10;0;0;accept ;1;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
68;18;100;0;3;{Shanghai                 Brüderstr. 2    } {Asia                     Steinring 43    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;bye;bye;;;na;0;19;0;;;;;;;;;;;0;3; 89 91;midday;tuesday;chinese;neutral;centre;midday ;tuesday ;chinese ;average neutral ;centre ;10;;0;;0;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;neutral;centre;word_accuracy_100
70;1;100;0;5;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Lage des Restaurants.  ;request;ALL;localization ;field ;open;1;41;1;foodtype ;field ;0;0;1;0;0;0;0;1;3;0;;neutral;neutral;mexican;average;centre;;;;;;1;0;0;provide ;3;;;;;;neutral;neutral;mexican;average;centre;word_accuracy_100
70;2;100;0;5;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Keine Präferenz.  ;indicateValues;foodtype;neutral ;foodtype ;choice;1;16;1;neutral neutral ;foodtype logical ;1;0;0;1;0;0;0;1;2;1;;neutral;neutral;neutral;average;centre;;;;;;2;0;0;provide ;2;;;;;;neutral;neutral;mexican;average;centre;word_accuracy_100
70;3;100;0;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;2;;midday;neutral;neutral;average;centre;;;neutral ;;;3;0;0;provide ;1;;hor ;neutral ;;;neutral;neutral;mexican;average;centre;word_accuracy_100
70;4;100;0;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Dienstag.  ;request;date;tuesday ;date ;closed;0;8;1;tuesday ;date ;1;0;0;0;1;0;0;0;2;3;;midday;tuesday;neutral;average;centre;midday ;;neutral ;;;4;0;0;provide ;1;hor ;hor ;neutral ;;;neutral;neutral;mexican;average;centre;word_accuracy_100
70;5;100;0;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;30 Euro.  ;request;price;average ;price ;closed;0;7;1;expensive ;price ;0;0;1;0;0;0;0;1;1;3;;midday;tuesday;neutral;average;centre;midday ;tuesday ;neutral ;;;5;0;0;provide ;2;;;neutral ;;;neutral;neutral;mexican;average;centre;word_accuracy_100
70;6;100;0;5;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;29;0;;;;;;;;;;;1;3; 8 95;midday;tuesday;neutral;average;centre;midday ;tuesday ;neutral ;expensive ;;5;;0;;0;hor ;hor ;neutral ;prx8 ;;neutral;neutral;mexican;average;centre;word_accuracy_100
71;1;100;0;1;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Nach der Küche.  ;request;ALL;foodtype ;field ;open;1;41;1;foodtype ;field ;1;0;0;0;1;0;0;0;1;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;3;;;;;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;2;100;0;1;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesisch.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;0;1;;neutral;neutral;chinese;neutral;neutral;;;;;;2;0;0;provide ;1;;;;;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;3;100;0;1;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Fürs Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;0;2;;midday;neutral;chinese;neutral;neutral;;;chinese ;;;3;0;0;provide ;2;;hor ;cui35 ;;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;4;100;0;1;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montag.  ;request;date;monday ;date ;closed;0;8;1;monday ;date ;1;0;0;0;1;0;0;0;0;3;;midday;monday;chinese;neutral;neutral;midday ;;chinese ;;;4;0;0;provide ;1;hor ;hor ;cui35 ;;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;5;100;0;1;Wieviel möchten Sie ungefähr pro Person ausgeben?;30 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;0;4;;midday;monday;chinese;expensive;neutral;midday ;monday ;chinese ;;;5;0;0;provide ;2;;;cui35 ;;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;6;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;4;;midday;monday;poultry;expensive;neutral;midday ;monday ;chinese ;expensive ;;5;0;0;accept ;1;hor ;hor ;cui35 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;7;100;0;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Ich möchte Ente essen.  ;request;field;poultry ;foodtype ;closed;1;28;1;poultry ;foodtype ;1;0;0;0;1;0;0;0;0;5;;midday;monday;poultry;expensive;neutral;midday ;monday ;chinese ;expensive ;;6;0;0;provide ;4;hor ;hor ;cui35 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;8;100;0;1;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Chinesisch.  ;repetitionRequest;foodtype;chinese ;foodtype ;closed;0;9;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;0;6;;midday;monday;chinese;expensive;neutral;midday ;monday ;poultry chinese ;expensive ;;6;0;0;provide ;1;hor ;hor ;cui11 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;9;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;6;;midday;monday;chinese;expensive;neutral;midday ;monday ;chinese poultry ;expensive ;;6;0;0;accept ;1;hor ;hor ;cui35 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;10;100;0;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Die Küche.  ;request;field;foodtype ;field ;closed;1;28;1;foodtype ;field ;1;0;0;0;1;0;0;0;0;6;;midday;monday;chinese;expensive;neutral;midday ;monday ;chinese ;expensive ;;6;0;0;provide ;2;hor ;hor ;cui35 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;11;100;0;1;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesisch.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;0;6;;midday;monday;chinese;expensive;neutral;midday ;monday ;chinese ;expensive ;;6;0;0;provide ;1;hor ;hor ;cui35 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;12;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;6;;midday;monday;neutral;expensive;neutral;midday ;monday ;chinese ;expensive ;;6;0;0;accept ;1;hor ;hor ;cui35 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
71;13;100;0;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Die Art der Küche.  ;request;field;foodtype ;field ;closed;1;28;1;foodtype ;field ;1;0;0;0;1;0;0;0;0;6;;midday;monday;neutral;expensive;neutral;midday ;monday ;chinese ;expensive ;;6;0;0;provide ;4;hor ;hor ;cui35 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;word_accuracy_100
