iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues..y.n..;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly.transmitted.AVPs;Deletions;Substitutions;Insertions;PA.CO;PA.PA;PA.FA;PA.IC;X.constraints.left.in.agenda;numGoalChanges;indices.of.provided.restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel.used..1.simple..2.abstract..3.concrete.;barge.in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization;class
47;10;70;1;2;Wieviel möchten Sie ungefähr pro Person ausgeben?;10 Euro.  ;request;price;cheap ;price ;closed;0;7;1;neutral neutral ;price logical ;0;0;1;1;0;0;0;1;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;;5;0;0;provide ;2;hor ;hor ;cui22 ;;;evening;tuesday;greek;cheap;grumme;longest_49
47;11;70;1;2;In welchem Stadtteil möchten Sie essen gehen?;Grumme.  ;request;localization;grumme ;localization ;closed;0;7;1;grumme ;localization ;1;0;0;0;1;0;0;0;0;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;neutral ;;6;0;0;provide ;1;hor ;hor ;cui22 ;neutral ;;evening;tuesday;greek;cheap;grumme;longest_49
47;12;70;1;2;Sie möchten also in Grumme essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;7;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;neutral ;grumme ;6;0;0;affirm ;1;hor ;hor ;cui22 ;neutral ;loc7 ;evening;tuesday;greek;cheap;grumme;longest_49
47;13;70;1;2;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;neutral ;grumme ;6;0;0;accept ;1;hor ;hor ;cui22 ;neutral ;loc7 ;evening;tuesday;greek;cheap;weitmar;longest_49
47;14;70;1;2;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Den Ort des Restaurants.  ;request;field;localization ;field ;closed;1;28;1;localization foodtype ;field field ;1;0;0;1;0;0;0;1;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;neutral ;grumme ;7;0;0;provide ;4;hor ;hor ;cui22 ;neutral ;loc7 ;evening;tuesday;greek;cheap;weitmar;longest_49
47;15;70;1;2;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Weitmar.  ;indicateValues1;localization;weitmar ;localization ;choice;1;15;1;weitmar ;localization ;1;0;0;0;1;0;0;0;0;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;neutral ;grumme ;8;0;0;provide ;1;hor ;hor ;cui22 ;neutral ;loc7 ;evening;tuesday;greek;cheap;weitmar;longest_49
47;16;70;1;2;Könnten Sie bitte den gewünschten Ort des Restaurants wiederholen?;Weitmar.  ;repetitionRequest;localization;weitmar ;localization ;closed;0;9;1;weitmar ;localization ;1;0;0;0;1;0;0;0;0;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;neutral ;weitmar grumme ;8;0;0;provide ;1;hor ;hor ;cui22 ;neutral ;loc8 ;evening;tuesday;greek;cheap;weitmar;longest_49
47;17;70;1;2;Sie möchten also in Weitmar essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;7;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;neutral ;weitmar grumme ;8;0;0;affirm ;1;hor ;hor ;cui22 ;neutral ;loc8 ;evening;tuesday;greek;cheap;weitmar;longest_49
47;18;70;1;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;24;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;1;101;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;neutral ;weitmar ;8;NA;0;;0;hor ;hor ;cui22 ;neutral ;loc8 ;evening;tuesday;greek;cheap;weitmar;longest_49
50;1;60;1;5;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte ganz gerne gegen 22 Uhr essen gehen.  ;request;ALL;evening ;time ;open;1;41;1;evening ja ;time logical ;1;0;0;1;0;0;0;1;2;0;;evening;neutral;italian;cheap;neutral;;;;;;1;0;0;provide ;9;;;;;;neutral;neutral;italian;cheap;neutral;longest_49
50;2;60;1;5;Sie möchten also abends essen gehen?;Richtig.  ;explConfirm;;yes ;logical ;closed;0;6;1;;;0;1;0;0;0;0;1;0;2;0;;evening;neutral;italian;cheap;neutral;evening ;;;;;1;0;0;affirm ;1;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor ;;;;neutral;neutral;italian;cheap;neutral;longest_49
50;3;60;1;5;Wiederholen Sie bitte die Tageszeit der Mahlzeit.;22 Uhr.  ;repetitionRequest;time;evening ;time ;closed;0;7;1;evening ;time ;1;0;0;0;1;0;0;0;2;0;;evening;neutral;italian;cheap;neutral;;;;;;1;0;0;provide ;2;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor ;;;;neutral;neutral;italian;cheap;neutral;longest_49
50;4;60;1;5;Sie möchten also abends essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;0;;evening;neutral;italian;cheap;neutral;evening ;;;;;1;0;0;affirm ;1;hor ;hor ;;;;neutral;neutral;italian;cheap;neutral;longest_49
50;5;60;1;5;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Italienisch.  ;request;foodtype;italian ;foodtype ;closed;1;10;1;;;0;1;0;0;0;0;1;0;1;0;;evening;neutral;italian;cheap;neutral;evening ;;;;;2;0;0;provide ;1;hor ;hor ;;;;neutral;neutral;italian;cheap;neutral;longest_49
50;6;60;1;5;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Italienisch.  ;request;foodtype;italian ;foodtype ;closed;1;10;1;italian ;foodtype ;1;0;0;0;1;0;0;0;1;0;;evening;neutral;italian;cheap;neutral;evening ;;;;;2;0;0;provide ;1;hor ;hor ;;;;neutral;neutral;italian;cheap;neutral;longest_49
50;7;60;1;5;Sie möchten also italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;1;0;;evening;neutral;italian;cheap;neutral;evening ;;italian ;;;2;0;0;affirm ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;cheap;neutral;longest_49
50;8;60;1;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montags.  ;request;date;monday ;date ;closed;0;8;1;;;0;1;0;0;0;0;1;0;1;1;;evening;monday;italian;cheap;neutral;evening ;;italian ;;;3;0;0;provide ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;cheap;neutral;longest_49
50;9;60;1;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montags.  ;request;date;monday ;date ;closed;0;8;1;;;0;1;0;0;0;0;1;0;1;1;;evening;monday;italian;cheap;neutral;evening ;;italian ;;;3;0;0;provide ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;cheap;neutral;longest_49
50;10;60;1;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montag.  ;request;date;monday ;date ;closed;0;8;1;monday ;date ;1;0;0;0;1;0;0;0;1;1;;evening;monday;italian;cheap;neutral;evening ;;italian ;;;3;0;0;provide ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;cheap;neutral;longest_49
50;11;60;1;5;Sie möchten also Montag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;1;1;;evening;monday;italian;cheap;neutral;evening ;monday ;italian ;;;3;0;0;affirm ;1;;;cui20 ;;;neutral;neutral;italian;cheap;neutral;longest_49
50;12;60;1;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;Äh, 10 Euro.  ;request;price;cheap ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;evening;monday;italian;cheap;neutral;evening ;monday ;italian ;;;4;0;0;provide ;3;;;cui20 ;;;neutral;neutral;italian;cheap;neutral;longest_49
50;13;60;1;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;10 Euro.  ;request;price;cheap ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;evening;monday;italian;cheap;neutral;evening ;monday ;italian ;;;4;0;0;provide ;2;;hor ;cui20 ;;;neutral;neutral;italian;cheap;neutral;longest_49
50;14;60;1;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;10 Mark.  ;request;price;cheap ;price ;closed;0;7;1;cheap ;price ;1;0;0;0;1;0;0;0;0;1;;evening;monday;italian;cheap;neutral;evening ;monday ;italian ;;;4;0;0;provide ;2;hor ;hor ;cui20 ;;;neutral;neutral;italian;cheap;neutral;longest_49
50;15;60;1;5;Sie möchten also in der unteren Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;repeat ;action ;0;1;0;1;0;0;0;1;0;1;;evening;monday;italian;cheap;neutral;evening ;monday ;italian ;cheap ;;4;0;0;affirm ;1;hor ;hor ;cui20 ;prx1 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;16;60;1;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;2;;evening;monday;chinese;cheap;neutral;evening ;monday ;italian ;cheap ;;4;0;0;accept ;1;hor ;hor ;cui20 ;prx1 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;17;60;1;5;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Das Restaurant.  ;request;field;foodtype ;field ;closed;1;28;1;foodtype ;field ;1;0;0;0;1;0;0;0;1;2;;evening;monday;chinese;cheap;neutral;evening ;monday ;italian ;cheap ;;5;0;0;provide ;2;hor ;hor ;cui20 ;prx1 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;18;60;1;5;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesische.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;0;2;;evening;monday;chinese;cheap;neutral;evening ;monday ;italian ;cheap ;;6;0;0;provide ;1;hor ;hor ;cui20 ;prx1 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;19;60;1;5;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Chinesisch.  ;repetitionRequest;foodtype;chinese ;foodtype ;closed;0;9;1;repeat ;action ;0;1;0;1;0;0;0;1;0;2;;evening;monday;chinese;cheap;neutral;evening ;monday ;chinese italian ;cheap ;;6;0;0;provide ;1;hor ;hor ;cui35 ;prx1 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;20;60;1;5;Wiederholen Sie bitte die Art der Küche.;Griechisch.  ;repetitionRequest;foodtype;greek ;foodtype ;closed;0;7;1;cheap ;price ;0;1;0;1;0;0;0;1;0;3;;evening;monday;greek;cheap;neutral;evening ;monday ;italian chinese ;cheap ;;7;0;0;provide ;1;hor ;hor ;cui35 ;prx1 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;21;60;1;5;Sie möchten also in der unteren Preisklasse essen gehen?;Nein.  ;explConfirm;;no ;logical ;closed;0;9;1;no ;logical ;1;0;0;0;1;0;0;0;0;3;;evening;monday;greek;cheap;neutral;evening ;monday ;italian chinese ;cheap ;;7;0;0;negate ;1;hor ;hor ;cui35 ;prx1 prx2 prx3 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;22;60;1;5;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;40 Mark.  ;repetitionRequest;price;average ;price ;closed;0;9;1;average ;price ;1;0;0;0;1;0;0;0;0;4;;evening;monday;greek;average;neutral;evening ;monday ;italian chinese ;;;8;0;0;provide ;2;hor ;hor ;cui35 ;prx1 prx2 prx3 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;23;60;1;5;Sie möchten also in der mittleren Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;0;4;;evening;monday;greek;average;neutral;evening ;monday ;italian chinese ;average ;;8;0;0;affirm ;1;hor ;hor ;cui35 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;24;60;1;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;5;;evening;monday;french;average;neutral;evening ;monday ;italian chinese ;average ;;8;0;0;accept ;1;hor ;hor ;cui35 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;25;60;1;5;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Das Restaurant.  ;request;field;foodtype ;field ;closed;1;28;1;foodtype ;field ;1;0;0;0;1;0;0;0;1;5;;evening;monday;french;average;neutral;evening ;monday ;italian chinese ;average ;;8;0;0;provide ;2;hor ;hor ;cui35 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;26;60;1;5;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Französisch.  ;indicateValues;foodtype;french ;foodtype ;choice;1;16;1;french ;foodtype ;1;0;0;0;1;0;0;0;0;5;;evening;monday;french;average;neutral;evening ;monday ;italian chinese ;average ;;9;0;0;provide ;1;hor ;hor ;cui35 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;27;60;1;5;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Französisch.  ;repetitionRequest;foodtype;french ;foodtype ;closed;0;9;1;french ;foodtype ;1;0;0;0;1;0;0;0;0;5;;evening;monday;french;average;neutral;evening ;monday ;french italian chinese ;average ;;9;0;0;provide ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;28;60;1;5;Sie möchten also französisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;5;;evening;monday;french;average;neutral;evening ;monday ;french italian chinese ;average ;;9;0;0;affirm ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;29;60;1;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;6;;midday;monday;french;average;neutral;evening ;monday ;french ;average ;;9;0;0;accept ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;30;60;1;5;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Die Öffnungszeit.  ;request;field;time ;field ;closed;1;28;1;time ;field ;1;0;0;0;1;0;0;0;1;6;;midday;monday;french;average;neutral;evening ;monday ;french ;average ;;10;0;0;provide ;2;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;31;60;1;5;Sie können zwischen den folgenden Möglichkeiten wählen: Mittagessen, Abendessen oder keine Präferenz.;Mittagessen.  ;indicateValues;time;midday ;time ;choice;1;12;1;midday ;time ;1;0;0;0;1;0;0;0;0;6;;midday;monday;french;average;neutral;evening ;monday ;french ;average ;;11;0;0;provide ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;32;60;1;5;Könnten Sie bitte die gewünschte Tageszeit der Mahlzeit wiederholen?;16 Uhr.  ;repetitionRequest;time;midday ;time ;closed;0;9;1;;;0;1;0;0;0;0;1;0;0;6;;midday;monday;french;average;neutral;midday evening ;monday ;french ;average ;;11;0;0;provide ;2;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;33;60;1;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;french ;average ;;11;0;0;accept ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;34;60;1;5;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Das Restaurant.  ;request;field;foodtype ;field ;closed;1;28;1;foodtype ;field ;1;0;0;0;1;0;0;0;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;french ;average ;;11;0;0;provide ;2;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;35;60;1;5;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Italienisch.  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;italian ;foodtype ;1;0;0;0;1;0;0;0;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;french ;average ;;11;0;0;provide ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;36;60;1;5;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Italienisch.  ;repetitionRequest;foodtype;italian ;foodtype ;closed;0;9;1;italian ;foodtype ;1;0;0;0;1;0;0;0;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;italian french ;average ;;11;0;0;provide ;1;hor ;hor ;cui20 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;37;60;1;5;Sie möchten also italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;italian french ;average ;;11;0;0;affirm ;1;hor ;hor ;cui20 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;38;60;1;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;altenbochum ;localization ;0;1;0;1;0;0;0;1;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;italian ;average ;;11;0;0;accept ;1;hor ;hor ;cui20 ;prx7 ;;neutral;neutral;italian;cheap;neutral;longest_49
50;39;60;1;5;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;bye;bye;;;na;0;13;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;italian ;average ;altenbochum ;11;NA;0;;0;hor ;hor ;cui20 ;prx7 ;loc3 ;neutral;neutral;italian;cheap;neutral;longest_49
51;1;100;0;1;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Art des Restaurants hätte ich gerne.  ;request;ALL;foodtype ;field ;open;1;41;1;yes foodtype ;logical field ;1;0;0;1;0;0;0;1;1;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;6;;;;;;neutral;neutral;poultry;neutral;neutral;longest_49
51;2;100;0;1;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Die griechische Küche würd mich interessieren.  ;indicateValues;foodtype;greek ;foodtype ;choice;1;16;1;greek foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;1;;neutral;neutral;greek;neutral;neutral;;;;;;2;0;1;provide ;6;;;;;;neutral;neutral;poultry;neutral;neutral;longest_49
51;3;100;0;1;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Ich suche eine Restaurant in dem man mittags Ente essen gehen kann.  ;request;time;poultry midday ;foodtype time ;choice;1;11;2;poultry midday foodtype ;foodtype time field ;2;0;0;1;0;0;0;1;0;2;;midday;neutral;poultry;neutral;neutral;;;greek ;;;4;0;0;provide ;12;;hor ;cui22 ;;;neutral;neutral;poultry;neutral;neutral;longest_49
51;4;100;0;1;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Die griechische Küche.  ;repetitionRequest;foodtype;greek ;foodtype ;closed;0;9;1;greek foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;3;;midday;neutral;greek;neutral;neutral;midday ;;poultry greek ;;;4;0;0;provide ;3;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral;longest_49
51;5;100;0;1;An welchem Tag beabsichtigen Sie essen zu gehen? ;Am Dienstag.  ;request;date;tuesday ;date ;closed;0;8;1;tuesday ;date ;1;0;0;0;1;0;0;0;0;4;;midday;tuesday;greek;neutral;neutral;midday ;;greek poultry ;;;5;0;0;provide ;2;hor ;hor ;cui22 ;;;neutral;neutral;poultry;neutral;neutral;longest_49
51;6;100;0;1;Wieviel möchten Sie ungefähr pro Person ausgeben?;Ca 30 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;0;5;;midday;tuesday;greek;expensive;neutral;midday ;tuesday ;greek ;;;6;0;0;provide ;3;;;cui22 ;;;neutral;neutral;poultry;neutral;neutral;longest_49
51;7;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;6;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;;6;0;0;accept ;1;hor ;hor ;cui22 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;longest_49
51;8;100;0;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Den Ort und den Preis.  ;request;field;localization price ;field field ;closed;1;28;2;localizationn price ;field field ;1;0;1;0;0;0;0;1;1;6;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;;8;0;0;provide ;5;hor ;hor ;cui22 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;longest_49
51;9;100;0;1;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Im Zentrum wäre ganz recht.  ;indicateValues;localization;centre ;localization ;choice;1;15;1;centre ;localization ;1;0;0;0;1;0;0;0;1;7;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;;9;0;0;provide ;5;hor ;hor ;cui22 ;prx8 ;;neutral;neutral;poultry;neutral;neutral;longest_49
51;10;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;7;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;centre ;9;0;0;accept ;1;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;longest_49
51;11;100;0;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Den Preis.  ;request;field;price ;field ;closed;1;28;1;price ;field ;1;0;0;0;1;0;0;0;1;7;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;centre ;9;0;0;provide ;2;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;longest_49
51;12;100;0;1;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Mittlere Preisklasse.  ;indicateValues;price;average ;price ;choice;1;12;1;average ;price ;1;0;0;0;1;0;0;0;0;7;;midday;tuesday;greek;average;centre;midday ;tuesday ;greek ;expensive ;centre ;10;0;0;provide ;2;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;longest_49
51;13;100;0;1;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;50 Euro.  ;repetitionRequest;price;expensive ;price ;closed;0;9;1;expensive ;price ;1;0;0;0;1;0;0;0;0;8;;midday;tuesday;greek;expensive;centre;midday ;tuesday ;greek ;average expensive ;centre ;10;0;0;provide ;2;hor ;hor ;cui22 ;prx3 prx4 prx5 ;loc01 ;neutral;neutral;poultry;neutral;neutral;longest_49
51;14;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;8;;midday;tuesday;italian;expensive;centre;midday ;tuesday ;greek ;expensive average ;centre ;10;0;0;accept ;1;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;longest_49
51;15;100;0;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Die Art der Küche.  ;request;field;foodtype ;field ;closed;1;28;1;foodtype ;field ;1;0;0;0;1;0;0;0;0;8;;midday;tuesday;italian;expensive;centre;midday ;tuesday ;greek ;expensive ;centre ;10;0;0;provide ;4;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;longest_49
51;16;100;0;1;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Hm, italienische Küche.  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;italian foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;9;;midday;tuesday;italian;expensive;centre;midday ;tuesday ;greek ;expensive ;centre ;11;0;0;provide ;3;hor ;hor ;cui22 ;prx8 ;loc01 ;neutral;neutral;poultry;neutral;neutral;longest_49
