iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization
50;8;60;1;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montags.  ;request;date;monday ;date ;closed;0;8;1;;;0;1;0;0;0;0;1;0;1;1;;evening;monday;italian;cheap;neutral;evening ;;italian ;;;3;0;0;provide ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;cheap;neutral
50;9;60;1;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montags.  ;request;date;monday ;date ;closed;0;8;1;;;0;1;0;0;0;0;1;0;1;1;;evening;monday;italian;cheap;neutral;evening ;;italian ;;;3;0;0;provide ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;cheap;neutral
50;10;60;1;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montag.  ;request;date;monday ;date ;closed;0;8;1;monday ;date ;1;0;0;0;1;0;0;0;1;1;;evening;monday;italian;cheap;neutral;evening ;;italian ;;;3;0;0;provide ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;cheap;neutral
50;11;60;1;5;Sie möchten also Montag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;1;1;;evening;monday;italian;cheap;neutral;evening ;monday ;italian ;;;3;0;0;affirm ;1;;;cui20 ;;;neutral;neutral;italian;cheap;neutral
50;12;60;1;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;Äh, 10 Euro.  ;request;price;cheap ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;evening;monday;italian;cheap;neutral;evening ;monday ;italian ;;;4;0;0;provide ;3;;;cui20 ;;;neutral;neutral;italian;cheap;neutral
50;13;60;1;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;10 Euro.  ;request;price;cheap ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;evening;monday;italian;cheap;neutral;evening ;monday ;italian ;;;4;0;0;provide ;2;;hor ;cui20 ;;;neutral;neutral;italian;cheap;neutral
50;14;60;1;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;10 Mark.  ;request;price;cheap ;price ;closed;0;7;1;cheap ;price ;1;0;0;0;1;0;0;0;0;1;;evening;monday;italian;cheap;neutral;evening ;monday ;italian ;;;4;0;0;provide ;2;hor ;hor ;cui20 ;;;neutral;neutral;italian;cheap;neutral
50;15;60;1;5;Sie möchten also in der unteren Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;repeat ;action ;0;1;0;1;0;0;0;1;0;1;;evening;monday;italian;cheap;neutral;evening ;monday ;italian ;cheap ;;4;0;0;affirm ;1;hor ;hor ;cui20 ;prx1 ;;neutral;neutral;italian;cheap;neutral
50;16;60;1;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;2;;evening;monday;chinese;cheap;neutral;evening ;monday ;italian ;cheap ;;4;0;0;accept ;1;hor ;hor ;cui20 ;prx1 ;;neutral;neutral;italian;cheap;neutral
50;17;60;1;5;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Das Restaurant.  ;request;field;foodtype ;field ;closed;1;28;1;foodtype ;field ;1;0;0;0;1;0;0;0;1;2;;evening;monday;chinese;cheap;neutral;evening ;monday ;italian ;cheap ;;5;0;0;provide ;2;hor ;hor ;cui20 ;prx1 ;;neutral;neutral;italian;cheap;neutral
50;18;60;1;5;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesische.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;0;2;;evening;monday;chinese;cheap;neutral;evening ;monday ;italian ;cheap ;;6;0;0;provide ;1;hor ;hor ;cui20 ;prx1 ;;neutral;neutral;italian;cheap;neutral
50;19;60;1;5;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Chinesisch.  ;repetitionRequest;foodtype;chinese ;foodtype ;closed;0;9;1;repeat ;action ;0;1;0;1;0;0;0;1;0;2;;evening;monday;chinese;cheap;neutral;evening ;monday ;chinese italian ;cheap ;;6;0;0;provide ;1;hor ;hor ;cui35 ;prx1 ;;neutral;neutral;italian;cheap;neutral
50;20;60;1;5;Wiederholen Sie bitte die Art der Küche.;Griechisch.  ;repetitionRequest;foodtype;greek ;foodtype ;closed;0;7;1;cheap ;price ;0;1;0;1;0;0;0;1;0;3;;evening;monday;greek;cheap;neutral;evening ;monday ;italian chinese ;cheap ;;7;0;0;provide ;1;hor ;hor ;cui35 ;prx1 ;;neutral;neutral;italian;cheap;neutral
50;21;60;1;5;Sie möchten also in der unteren Preisklasse essen gehen?;Nein.  ;explConfirm;;no ;logical ;closed;0;9;1;no ;logical ;1;0;0;0;1;0;0;0;0;3;;evening;monday;greek;cheap;neutral;evening ;monday ;italian chinese ;cheap ;;7;0;0;negate ;1;hor ;hor ;cui35 ;prx1 prx2 prx3 ;;neutral;neutral;italian;cheap;neutral
50;22;60;1;5;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;40 Mark.  ;repetitionRequest;price;average ;price ;closed;0;9;1;average ;price ;1;0;0;0;1;0;0;0;0;4;;evening;monday;greek;average;neutral;evening ;monday ;italian chinese ;;;8;0;0;provide ;2;hor ;hor ;cui35 ;prx1 prx2 prx3 ;;neutral;neutral;italian;cheap;neutral
50;23;60;1;5;Sie möchten also in der mittleren Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;0;4;;evening;monday;greek;average;neutral;evening ;monday ;italian chinese ;average ;;8;0;0;affirm ;1;hor ;hor ;cui35 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;24;60;1;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;5;;evening;monday;french;average;neutral;evening ;monday ;italian chinese ;average ;;8;0;0;accept ;1;hor ;hor ;cui35 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;25;60;1;5;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Das Restaurant.  ;request;field;foodtype ;field ;closed;1;28;1;foodtype ;field ;1;0;0;0;1;0;0;0;1;5;;evening;monday;french;average;neutral;evening ;monday ;italian chinese ;average ;;8;0;0;provide ;2;hor ;hor ;cui35 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;26;60;1;5;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Französisch.  ;indicateValues;foodtype;french ;foodtype ;choice;1;16;1;french ;foodtype ;1;0;0;0;1;0;0;0;0;5;;evening;monday;french;average;neutral;evening ;monday ;italian chinese ;average ;;9;0;0;provide ;1;hor ;hor ;cui35 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;27;60;1;5;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Französisch.  ;repetitionRequest;foodtype;french ;foodtype ;closed;0;9;1;french ;foodtype ;1;0;0;0;1;0;0;0;0;5;;evening;monday;french;average;neutral;evening ;monday ;french italian chinese ;average ;;9;0;0;provide ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;28;60;1;5;Sie möchten also französisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;5;;evening;monday;french;average;neutral;evening ;monday ;french italian chinese ;average ;;9;0;0;affirm ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;29;60;1;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;6;;midday;monday;french;average;neutral;evening ;monday ;french ;average ;;9;0;0;accept ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;30;60;1;5;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Die Öffnungszeit.  ;request;field;time ;field ;closed;1;28;1;time ;field ;1;0;0;0;1;0;0;0;1;6;;midday;monday;french;average;neutral;evening ;monday ;french ;average ;;10;0;0;provide ;2;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;31;60;1;5;Sie können zwischen den folgenden Möglichkeiten wählen: Mittagessen, Abendessen oder keine Präferenz.;Mittagessen.  ;indicateValues;time;midday ;time ;choice;1;12;1;midday ;time ;1;0;0;0;1;0;0;0;0;6;;midday;monday;french;average;neutral;evening ;monday ;french ;average ;;11;0;0;provide ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;32;60;1;5;Könnten Sie bitte die gewünschte Tageszeit der Mahlzeit wiederholen?;16 Uhr.  ;repetitionRequest;time;midday ;time ;closed;0;9;1;;;0;1;0;0;0;0;1;0;0;6;;midday;monday;french;average;neutral;midday evening ;monday ;french ;average ;;11;0;0;provide ;2;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;33;60;1;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;french ;average ;;11;0;0;accept ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;34;60;1;5;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Das Restaurant.  ;request;field;foodtype ;field ;closed;1;28;1;foodtype ;field ;1;0;0;0;1;0;0;0;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;french ;average ;;11;0;0;provide ;2;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;35;60;1;5;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Italienisch.  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;italian ;foodtype ;1;0;0;0;1;0;0;0;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;french ;average ;;11;0;0;provide ;1;hor ;hor ;cui21 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;36;60;1;5;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Italienisch.  ;repetitionRequest;foodtype;italian ;foodtype ;closed;0;9;1;italian ;foodtype ;1;0;0;0;1;0;0;0;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;italian french ;average ;;11;0;0;provide ;1;hor ;hor ;cui20 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;37;60;1;5;Sie möchten also italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;italian french ;average ;;11;0;0;affirm ;1;hor ;hor ;cui20 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;38;60;1;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;altenbochum ;localization ;0;1;0;1;0;0;0;1;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;italian ;average ;;11;0;0;accept ;1;hor ;hor ;cui20 ;prx7 ;;neutral;neutral;italian;cheap;neutral
50;39;60;1;5;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;bye;bye;;;na;0;13;0;;;;;;;;;;;0;7;;midday;monday;italian;average;neutral;evening midday ;monday ;italian ;average ;altenbochum ;11;;0;;0;hor ;hor ;cui20 ;prx7 ;loc3 ;neutral;neutral;italian;cheap;neutral
78;1;60;1;3;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich möchte ganz gerne zwischen 12 und 13 Uhr morgen in der Innenstadt in Bochum chinesisch essen gehen.  ;request;ALL;friday chinese midday centre ;date foodtype time localization ;open;1;46;4;friday centre yes time ;date localization logical field ;2;2;0;2;0;0;0;1;1;0;;midday;friday;chinese;expensive;centre;;;;;;4;0;0;provide ;18;;;;;;midday;neutral;chinese;expensive;centre
78;2;60;1;3;Sie können zwischen den folgenden Möglichkeiten wählen: Mittagessen, Abendessen oder keine Präferenz.;Mittagessen und der Preis sollte in der oberen Kategorie liegen.  ;indicateValues;time;midday expensive ;time price ;choice;1;12;2;midday time price ;time field field ;1;1;0;2;0;0;0;1;0;0;;midday;friday;chinese;expensive;centre;;friday ;;;centre ;5;0;0;provide ;10;;neutral ;;;loc01 ;midday;neutral;chinese;expensive;centre
78;3;60;1;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Obere Preisklasse bitte.  ;indicateValues;price;expensive ;price ;choice;1;12;1;;;0;1;0;0;0;0;1;0;0;0;;midday;friday;chinese;expensive;centre;midday ;friday ;;;centre ;5;0;0;provide ;3;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;neutral ;;;loc01 ;midday;neutral;chinese;expensive;centre
78;4;60;1;3;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Nein, chinesisch.  ;request;foodtype;chinese ;foodtype ;closed;1;10;1;neutral no choice ;foodtype logical action ;0;0;1;2;0;0;0;1;0;0;;midday;friday;chinese;expensive;centre;midday ;friday ;;;centre ;5;0;0;provide ;2;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre
78;5;60;1;3;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesische Küche.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;0;;midday;friday;chinese;expensive;centre;midday ;friday ;neutral ;;centre ;5;0;0;provide ;2;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;hor ;neutral ;;loc01 ;midday;neutral;chinese;expensive;centre
78;6;60;1;3;Sie möchten also chinesisch essen gehen?;Richtig.  ;explConfirm;;yes ;logical ;closed;0;6;1;;;0;1;0;0;0;0;1;0;0;0;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese neutral ;;centre ;5;0;0;affirm ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
78;7;60;1;3;Wiederholen Sie bitte die Art der Küche.;Chinesisch.  ;repetitionRequest;foodtype;chinese ;foodtype ;closed;0;7;1;iberian ;foodtype ;0;0;1;0;0;0;0;1;0;0;;midday;friday;chinese;expensive;centre;midday ;friday ;;;centre ;5;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
78;8;60;1;3;Sie möchten also iberisch essen gehen?;Nein, chinesisch.  ;explConfirm;;chinese ;foodtype ;closed;0;6;1;chinese no ;foodtype logical ;1;0;0;1;0;0;0;1;0;0;;midday;friday;chinese;expensive;centre;midday ;friday ;iberian ;;centre ;5;0;0;provide ;2;hor ;hor ;cui23 ;;loc01 ;midday;neutral;chinese;expensive;centre
78;9;60;1;3;Wiederholen Sie bitte die Art der Küche.;Chinesisch.  ;repetitionRequest;foodtype;chinese ;foodtype ;closed;0;7;1;altenbochum ;localization ;0;1;0;1;0;0;0;1;0;0;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese ;;centre ;5;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
78;10;60;1;3;Könnten Sie bitte den gewünschten Ort des Restaurants wiederholen?;Bochum Innenstadt.  ;repetitionRequest;localization;centre ;localization ;closed;0;9;1;centre ;localization ;1;0;0;0;1;0;0;0;0;0;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese ;;altenbochum centre ;5;0;0;provide ;2;hor ;hor ;cui35 ;;loc3 ;midday;neutral;chinese;expensive;centre
78;11;60;1;3;Sie möchten also in der Innenstadt essen gehen?;Ja richtig.  ;explConfirm;;yes ;logical ;closed;0;8;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;midday;friday;chinese;expensive;centre;midday ;friday ;chinese ;;centre altenbochum ;5;0;0;affirm ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
78;12;60;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;10 Euro, maximal.  ;request;price;cheap ;price ;closed;0;7;1;altenbochum hamme ;localization localization ;0;1;0;2;0;0;0;1;0;1;;midday;friday;chinese;cheap;centre;midday ;friday ;chinese ;;centre ;6;0;0;provide ;3;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;neutral;centre
78;13;60;1;3;Könnten Sie bitte den gewünschten Ort des Restaurants wiederholen?;Bochum Innenstadt.  ;repetitionRequest;localization;centre ;localization ;closed;0;9;1;centre ;localization ;1;0;0;0;1;0;0;0;0;1;;midday;friday;chinese;cheap;centre;midday ;friday ;chinese ;;altenbochum hamme centre ;6;0;0;provide ;2;hor ;hor ;cui35 ;;loc3 loc15 ;midday;neutral;chinese;neutral;centre
78;14;60;1;3;Sie möchten also in der Innenstadt essen gehen?;Ja richtig.  ;explConfirm;;yes ;logical ;closed;0;8;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;midday;friday;chinese;cheap;centre;midday ;friday ;chinese ;;centre altenbochum hamme ;6;0;0;affirm ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;neutral;centre
78;15;60;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;5 Euro.  ;request;price;cheap ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;friday;chinese;cheap;centre;midday ;friday ;chinese ;;centre ;6;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;neutral;centre
78;16;60;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;5 Euro.  ;request;price;cheap ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;friday;chinese;cheap;centre;midday ;friday ;chinese ;;centre ;6;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;neutral;centre
78;17;60;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Immer noch 5 Euro.  ;request;price;cheap ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;friday;chinese;cheap;centre;midday ;friday ;chinese ;;centre ;6;0;0;provide ;4;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;neutral;centre
78;18;60;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;8 Euro.  ;request;price;cheap ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;friday;chinese;cheap;centre;midday ;friday ;chinese ;;centre ;6;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;neutral;centre
78;19;60;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;8 Euro.  ;request;price;cheap ;price ;closed;0;7;1;cheap ;price ;1;0;0;0;1;0;0;0;0;1;;midday;friday;chinese;cheap;centre;midday ;friday ;chinese ;;centre ;6;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;neutral;centre
78;20;60;1;3;Sie möchten also in der unteren Preisklasse essen gehen?;Ja richtig.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;midday;friday;chinese;cheap;centre;midday ;friday ;chinese ;cheap ;centre ;6;0;0;affirm ;2;hor ;hor ;cui35 ;prx3 ;loc01 ;midday;neutral;chinese;neutral;centre
78;21;60;1;3;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Mandarin Peking          Herner Str. 127 } {Ozean                    Kortumstr. 101  } {Shanghai                 Brüderstr. 2    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;32;0;;;;;;;;;;;0;1; 86 87 89;midday;friday;chinese;cheap;centre;midday ;friday ;chinese ;cheap ;centre ;6;;0;;0;hor ;hor ;cui35 ;prx3 ;loc01 ;midday;neutral;chinese;neutral;centre
81;1;60;1;1;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich würde gerne heute Abend in Bochum Zentrum Ente essen.  ;request;ALL;thursday poultry evening centre ;date foodtype time localization ;open;1;46;4;thursday poultry evening yes ;date foodtype time logical ;3;1;0;1;0;0;0;1;0;0;;evening;thursday;poultry;neutral;centre;;;;;;4;0;0;provide ;10;;;;;;neutral;neutral;poultry;neutral;neutral
81;2;60;1;1;Sie möchten also Donnerstag Abend Geflügel essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;8;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;evening;thursday;poultry;neutral;centre;evening ;thursday ;poultry ;;;4;0;0;affirm ;1;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral
81;3;60;1;1;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Haus Oekey                Auf dem Alten Kamp 10} {China                    Brückstr. 47    } {Mandarin Peking          Herner Str. 127 } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;36;0;;;;;;;;;;;0;0; 33 79 86;evening;thursday;poultry;neutral;centre;evening ;thursday ;poultry ;;;4;;0;;0;hor ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral
89;1;60;1;4;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich würde gerne ein italienische Restaurant in Bochum Querenburg in der mittleren Preislage empfohlen bekommen.  ;request;ALL;italian average querenburg ;foodtype price localization ;open;1;46;3;yes neutral ;logical logical ;0;3;0;2;0;0;0;1;0;0;;neutral;neutral;italian;average;querenburg;;;;;;3;0;0;provide ;15;;;;;;neutral;neutral;italian;average;querenburg
89;2;60;1;4;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Bitte italienische Küche, in Bochum Querenburg, mittlere Preisklasse.  ;indicateValues;field;italian average querenburg ;foodtype price localization ;open;1;33;3;week italian average foodtype ;date foodtype price field ;2;1;0;2;0;0;0;1;0;0;;neutral;neutral;italian;average;querenburg;;;;;;3;0;0;provide ;8;;hor ;;;;neutral;neutral;italian;average;querenburg
89;3;60;1;4;Sie möchten also in der Woche in der mittleren Preisklasse italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;italian;average;querenburg;;week ;italian ;average ;;3;0;0;affirm ;1;hor ;hor01 hor02 hor3 hor4 hor5 hor6 hor7 hor8 hor9 hor10 hor11 hor12 hor13 hor14 hor15 ;cui20 ;prx3 prx4 prx5 ;;neutral;neutral;italian;average;querenburg
89;4;60;1;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Basilea am alten Rathaus Untermarkt 10    } {Da Capo                  Springerplatz 34} {Pinocchio Hörder Str. 330} Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;35;0;;;;;;;;;;;0;0; 119 121 139;neutral;neutral;italian;average;querenburg;;week ;italian ;average ;;3;;0;;0;;;cui20 ;prx3 prx4 prx5 ;;neutral;neutral;italian;average;querenburg
92;1;60;1;2;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich möchte gerne in Grumme in Bochum am Dienstag Abend griechisch essen gehen, aber preiswert.  ;request;ALL;tuesday greek evening cheap grumme ;date foodtype time price localization ;open;1;46;5;tuesday evening midday grumme witten yes ;date time time localization localization logical ;3;2;0;3;0;0;0;1;0;0;;evening;tuesday;greek;cheap;grumme;;;;;;5;0;0;provide ;15;;;;;;evening;tuesday;greek;cheap;grumme
92;2;60;1;2;Könnten Sie bitte die gewünschte Tageszeit der Mahlzeit wiederholen?;21 Uhr.  ;repetitionRequest;time;evening ;time ;closed;0;9;1;evening ;time ;1;0;0;0;1;0;0;0;0;0;;evening;tuesday;greek;cheap;grumme;evening midday ;tuesday ;;;grumme witten ;5;0;0;provide ;2;hor3 hor6 hor9 hor12 hor15 hor18 hor21 hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;hor4 hor5 hor6 ;;;loc7 loc17 ;evening;tuesday;greek;cheap;grumme
92;3;60;1;2;Sie möchten also abends essen gehen?;Am Dienstag, ja.  ;explConfirm;;tuesday yes ;date logical ;closed;0;6;2;tuesday yes ;date logical ;2;0;0;0;1;0;0;0;0;0;;evening;tuesday;greek;cheap;grumme;evening midday ;tuesday ;;;grumme witten ;5;0;0;affirm provide ;3;hor6 ;hor6 ;;;loc7 loc17 ;evening;tuesday;greek;cheap;grumme
