iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues..y.n..;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly.transmitted.AVPs;Deletions;Substitutions;Insertions;PA.CO;PA.PA;PA.FA;PA.IC;X.constraints.left.in.agenda;numGoalChanges;indices.of.provided.restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel.used..1.simple..2.abstract..3.concrete.;barge.in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization
58;9;90;1;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montags.  ;request;date;monday ;date ;closed;0;8;1;;;0;1;0;0;0;0;1;0;1;1;;midday;monday;chinese;expensive;centre;midday ;;chinese ;;centre ;4;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
58;10;90;1;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montag.  ;request;date;monday ;date ;closed;0;8;1;monday ;date ;1;0;0;0;1;0;0;0;1;1;;midday;monday;chinese;expensive;centre;midday ;;chinese ;;centre ;4;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
58;11;90;1;3;Sie möchten also Montag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;1;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;4;0;0;affirm ;1;;;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
58;12;90;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;50 Euro.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;5;0;0;provide ;2;;;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
58;13;90;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;30 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;0;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;;centre ;5;0;0;provide ;2;;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
58;14;90;1;3;Sie möchten also in der oberen Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;expensive ;centre ;5;0;0;affirm ;1;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;expensive;centre
58;15;90;1;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Den Preis.  ;offerModification;logical;price ;field ;choice;0;13;1;price ;field ;1;0;0;0;1;0;0;0;0;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;expensive ;centre ;6;0;0;provide ;2;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre
58;16;90;1;3;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;bye;bye;;;na;0;13;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;1;;midday;monday;chinese;expensive;centre;midday ;monday ;chinese ;expensive ;centre ;6;NA;0;;0;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre
59;1;100;0;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Italienisch.  ;request;ALL;italian ;foodtype ;open;1;41;1;italian ;foodtype ;1;0;0;0;1;0;0;0;2;0;;neutral;neutral;italian;average;querenburg;;;;;;1;0;0;provide ;1;;;;;;neutral;neutral;italian;average;querenburg
59;2;100;0;4;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;2;1;;evening;neutral;italian;average;querenburg;;;italian ;;;2;0;0;provide ;1;;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg
59;3;100;0;4;An welchem Tag beabsichtigen Sie essen zu gehen? ;Freitag.  ;request;date;friday ;date ;closed;0;8;1;friday ;date ;1;0;0;0;1;0;0;0;2;2;;evening;friday;italian;average;querenburg;evening ;;italian ;;;3;0;0;provide ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg
59;4;100;0;4;Wieviel möchten Sie ungefähr pro Person ausgeben?;15 Euro.  ;request;price;average ;price ;closed;0;7;1;average ;price ;1;0;0;0;1;0;0;0;1;2;;evening;friday;italian;average;querenburg;evening ;friday ;italian ;;;4;0;0;provide ;2;;;cui20 ;;;neutral;neutral;italian;average;querenburg
59;5;100;0;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Basilea am alten Rathaus Untermarkt 10    } {Da Capo                  Springerplatz 34} {Pinocchio Hörder Str. 330} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;35;0;;;NA;NA;NA;NA;NA;NA;NA;NA;1;2; 119 121 139;evening;friday;italian;average;querenburg;evening ;friday ;italian ;average ;;4;NA;0;;0;hor ;hor ;cui20 ;prx5 ;;neutral;neutral;italian;average;querenburg
60;1;70;0;5;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ort.  ;request;ALL;localization ;field ;open;1;41;1;localization ;field ;1;0;0;0;1;0;0;0;4;0;;midday;neutral;greek;average;centre;;;;;;1;0;0;provide ;1;;;;;;midday;neutral;greek;average;centre
60;2;70;0;5;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Zentrum.  ;indicateValues1;localization;centre ;localization ;choice;1;15;1;changequery ;action ;0;1;0;1;0;0;0;1;3;0;;midday;neutral;greek;average;centre;;;;;;2;0;0;provide ;1;;;;;;midday;neutral;greek;average;centre
60;3;70;0;5;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ort des Restaurants.  ;indicateValues;field;localization ;field ;open;1;33;1;localization foodtype ;field field ;1;0;0;1;0;0;0;1;3;0;;midday;neutral;greek;average;centre;;;;;;2;0;0;provide ;3;;hor ;;;;midday;neutral;greek;average;centre
60;4;70;0;5;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Zentrum.  ;indicateValues1;localization;centre ;localization ;choice;1;15;1;centre ;localization ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;greek;average;centre;;;;;;2;0;0;provide ;1;;hor ;;;;midday;neutral;greek;average;centre
60;5;70;0;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;greek;average;centre;;;;;centre ;3;0;0;provide ;1;hor ;hor ;;;loc01 ;midday;neutral;greek;average;centre
60;6;70;0;5;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Griechisch.  ;request;foodtype;greek ;foodtype ;closed;1;10;1;greek ;foodtype ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;greek;average;centre;midday ;;;;centre ;4;0;0;provide ;1;hor ;hor ;;;loc01 ;midday;neutral;greek;average;centre
60;7;70;0;5;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Athen                    Westring 37     } {Attika                   Massenbergstr. 1} {Kosta im Kortländer      Herner Str. 1   } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;33;0;;;NA;NA;NA;NA;NA;NA;NA;NA;1;0; 102 103 106;midday;neutral;greek;average;centre;midday ;;greek ;;centre ;4;NA;0;;0;hor ;hor ;cui22 ;;loc01 ;midday;neutral;greek;average;centre
63;1;70;0;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;ich mÖchte mittags xin der innenstadt imbiss essen gehen  xder preis ist recht xhoch ;request;ALL;midday expensive centre ;time price localization ;open;1;41;3;midday centre price ;time localization field ;2;1;0;1;0;0;0;1;1;0;;midday;neutral;chinese;expensive;centre;;;;;;3;0;0;provide ;14;;;;;;midday;neutral;chinese;expensive;centre
63;2;70;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Obere Preisklasse.  ;indicateValues;price;expensive ;price ;choice;1;12;1;expensive ;price ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;expensive;centre;midday ;;;;centre ;3;0;0;provide ;2;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;;;;loc01 ;midday;neutral;chinese;expensive;centre
63;3;70;0;3;Hier ist das passende Restaurant auf Ihre Anfrage.  {Taj Mahal                Kortumstr. 9    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;25;0;;;NA;NA;NA;NA;NA;NA;NA;NA;1;0;95;midday;neutral;chinese;expensive;centre;midday ;;;expensive ;centre ;3;NA;0;;0;hor ;hor ;;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;expensive;centre
64;1;70;1;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Mediterane Küche, Umgebung Ruhr-Universität, mittlere Preiskategorie.  ;request;ALL;mediterranean average querenburg ;foodtype price localization ;open;1;41;3;average foodtype ;price field ;1;2;0;1;0;0;0;1;0;0;;neutral;neutral;mediterranean;average;querenburg;;;;;;3;0;0;provide ;7;;;;;;neutral;neutral;italian;average;querenburg
64;2;70;1;4;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Italienische Küche.  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;foodtype ;field ;0;1;0;1;0;0;0;1;0;1;;neutral;neutral;italian;average;querenburg;;;;average ;;4;0;0;provide ;2;;;;prx3 prx4 prx5 ;;neutral;neutral;italian;average;querenburg
64;3;70;1;4;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Italienische Küche.  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;italian foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;1;;neutral;neutral;italian;average;querenburg;;;;average ;;4;0;0;provide ;2;;;;prx3 prx4 prx5 ;;neutral;neutral;italian;average;querenburg
64;4;70;1;4;Sie möchten also italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;neutral;neutral;italian;average;querenburg;;;italian ;average ;;4;0;0;affirm ;1;;hor ;cui20 ;prx3 prx4 prx5 ;;neutral;neutral;italian;average;querenburg
64;5;70;1;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Basilea am alten Rathaus Untermarkt 10    } {Da Capo                  Springerplatz 34} {Pinocchio Hörder Str. 330} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;35;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;1; 119 121 139;neutral;neutral;italian;average;querenburg;;;italian ;average ;;4;NA;0;;0;hor ;hor ;cui20 ;prx3 prx4 prx5 ;;neutral;neutral;italian;average;querenburg
65;1;100;0;5;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;In der Innenstadt mexikanisch, mittlere Preiskategorie.  ;request;ALL;mexican average ;foodtype price ;open;1;41;2;centre ;localization ;0;2;0;1;0;0;0;1;2;0;;evening;neutral;mexican;average;centre;;;;;;2;0;0;provide ;6;;;;;;evening;neutral;mexican;average;centre
65;2;100;0;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;1;0;;evening;neutral;mexican;average;centre;;;;;centre ;3;0;0;provide ;1;;hor ;;;loc01 ;evening;neutral;mexican;average;centre
65;3;100;0;5;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Mexikanisch.  ;request;foodtype;mexican ;foodtype ;closed;1;10;1;mexican ;foodtype ;1;0;0;0;1;0;0;0;1;0;;evening;neutral;mexican;average;centre;evening ;;;;centre ;3;0;0;provide ;1;hor ;hor ;;;loc01 ;evening;neutral;mexican;average;centre
65;4;100;0;5;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Amigos Mexicano Massenbergstr. 14} {Barrio Brothers Viktoriastr. 66} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;29;0;;;NA;NA;NA;NA;NA;NA;NA;NA;1;0; 150 151;evening;neutral;mexican;average;centre;evening ;;mexican ;;centre ;3;NA;0;;0;hor ;hor ;cui44 ;;loc01 ;evening;neutral;mexican;average;centre
67;1;70;1;2;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Art der Küche.  ;request;ALL;foodtype ;field ;open;1;46;1;foodtype ;field ;1;0;0;0;1;0;0;0;5;0;;evening;tuesday;greek;cheap;grumme;;;;;;1;0;0;provide ;3;;;;;;evening;tuesday;greek;cheap;grumme
67;2;70;1;2;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Griechische Küche.  ;indicateValues;foodtype;greek ;foodtype ;choice;1;16;1;foodtype ;field ;0;1;0;1;0;0;0;1;4;0;;evening;tuesday;greek;cheap;grumme;;;;;;2;0;0;provide ;2;;;;;;evening;tuesday;greek;cheap;grumme
67;3;70;1;2;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Griechische Küche.  ;indicateValues;foodtype;greek ;foodtype ;choice;1;16;1;greek foodtype ;foodtype field ;1;0;0;1;0;0;0;1;4;0;;evening;tuesday;greek;cheap;grumme;;;;;;2;0;0;provide ;2;;;;;;evening;tuesday;greek;cheap;grumme
67;4;70;1;2;Sie möchten also griechisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;4;0;;evening;tuesday;greek;cheap;grumme;;;greek ;;;2;0;0;affirm ;1;;hor ;cui22 ;;;evening;tuesday;greek;cheap;grumme
67;5;70;1;2;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;3;0;;evening;tuesday;greek;cheap;grumme;;;greek ;;;3;0;0;provide ;1;;hor ;cui22 ;;;evening;tuesday;greek;cheap;grumme
67;6;70;1;2;Sie möchten also abends essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;3;0;;evening;tuesday;greek;cheap;grumme;evening ;;greek ;;;3;0;0;affirm ;1;hor ;hor ;cui22 ;;;evening;tuesday;greek;cheap;grumme
67;7;70;1;2;An welchem Tag beabsichtigen Sie essen zu gehen? ;Dienstag.  ;request;date;tuesday ;date ;closed;0;8;1;tuesday ;date ;1;0;0;0;1;0;0;0;2;0;;evening;tuesday;greek;cheap;grumme;evening ;;greek ;;;4;0;0;provide ;1;hor ;hor ;cui22 ;;;evening;tuesday;greek;cheap;grumme
67;8;70;1;2;Sie möchten also Dienstag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;;4;0;0;affirm ;1;;;cui22 ;;;evening;tuesday;greek;cheap;grumme
67;9;70;1;2;Wieviel möchten Sie ungefähr pro Person ausgeben?;10 Euro.  ;request;price;cheap ;price ;closed;0;7;1;russian ;foodtype ;0;1;0;1;0;0;0;1;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;;5;0;0;provide ;2;;;cui22 ;;;evening;tuesday;greek;cheap;grumme
67;10;70;1;2;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Griechisch.  ;repetitionRequest;foodtype;greek ;foodtype ;closed;0;9;1;choice ;action ;0;1;0;1;0;0;0;1;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;russian greek ;;;5;0;0;provide ;1;;;cui32 ;;;evening;tuesday;greek;cheap;grumme
67;11;70;1;2;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Untere Preisklasse.  ;indicateValues;price;cheap ;price ;choice;1;12;1;cheap ;price ;1;0;0;0;1;0;0;0;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek russian ;;;5;0;0;provide ;2;;;cui32 ;;;evening;tuesday;greek;cheap;grumme
67;12;70;1;2;Sie möchten also in der unteren Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek russian ;cheap ;;5;0;0;affirm ;1;;hor ;cui32 ;prx1 prx2 prx3 ;;evening;tuesday;greek;cheap;grumme
67;13;70;1;2;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;monday yes ;date logical ;1;0;0;1;0;0;0;1;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek russian ;cheap ;;5;0;0;accept ;1;hor ;hor ;cui32 ;prx1 prx2 prx3 ;;evening;tuesday;greek;cheap;grumme
67;14;70;1;2;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Ort des Restaurants.  ;request;field;localization ;field ;closed;1;28;1;foodtype ;field ;0;0;1;0;0;0;0;1;1;0;;evening;tuesday;greek;cheap;grumme;evening ;monday tuesday ;greek russian ;cheap ;;6;0;0;provide ;3;hor ;neutral ;cui32 ;prx1 prx2 prx3 ;;evening;tuesday;greek;cheap;weitmar
67;15;70;1;2;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Griechische Küche.  ;indicateValues;foodtype;greek ;foodtype ;choice;1;16;1;greek foodtype ;foodtype field ;1;0;0;1;0;0;0;1;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday monday ;greek russian ;cheap ;;6;0;0;provide ;2;hor ;neutral ;cui32 ;prx1 prx2 prx3 ;;evening;tuesday;greek;cheap;weitmar
67;16;70;1;2;Sie möchten also griechisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;1;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday monday ;greek russian ;cheap ;;6;0;0;affirm ;1;hor ;hor ;cui22 ;prx1 prx2 prx3 ;;evening;tuesday;greek;cheap;weitmar
67;17;70;1;2;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Arthemis                 Wasserstr. 149  } {Attika                   Massenbergstr. 1} Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;27;0;;;NA;NA;NA;NA;NA;NA;NA;NA;1;0; 101 103;evening;tuesday;greek;cheap;grumme;evening ;tuesday monday ;greek ;cheap ;;6;NA;0;;0;hor ;hor ;cui22 ;prx1 prx2 prx3 ;;evening;tuesday;greek;cheap;weitmar
68;1;100;0;3;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ort des Restaurants.  ;request;ALL;localization ;field ;open;1;46;1;localization foodtype ;field field ;1;0;0;1;0;0;0;1;4;0;;midday;neutral;chinese;expensive;centre;;;;;;1;0;0;provide ;3;;;;;;midday;neutral;chinese;expensive;centre
68;2;100;0;3;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Zentrum.  ;indicateValues1;localization;centre ;localization ;choice;1;15;1;centre ;localization ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;1;;;;;;midday;neutral;chinese;expensive;centre
68;3;100;0;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;;;;;centre ;3;0;0;provide ;1;;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre
68;4;100;0;3;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Chinesisch.  ;request;foodtype;chinese ;foodtype ;closed;1;10;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;expensive;centre;midday ;;;;centre ;4;0;0;provide ;1;hor ;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre
68;5;100;0;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Dienstag.  ;request;date;tuesday ;date ;closed;0;8;1;tuesday ;date ;1;0;0;0;1;0;0;0;1;1;;midday;tuesday;chinese;expensive;centre;midday ;;chinese ;;centre ;5;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
68;6;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Hohe Preisklasse.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;1;;midday;tuesday;chinese;expensive;centre;midday ;tuesday ;chinese ;;centre ;6;0;0;provide ;2;;;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
68;7;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;30 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;0;1;;midday;tuesday;chinese;expensive;centre;midday ;tuesday ;chinese ;;centre ;6;0;0;provide ;2;;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
68;8;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;2;;midday;tuesday;chinese;average;centre;midday ;tuesday ;chinese ;expensive ;centre ;6;0;0;accept ;1;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre
68;9;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Preis ändern.  ;request;field;changequery price ;action field ;closed;1;28;2;changequery price ;action field ;2;0;0;0;1;0;0;0;1;2;;midday;tuesday;chinese;average;centre;midday ;tuesday ;chinese ;expensive ;centre ;8;0;0;provide ;2;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre
68;10;100;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Mittlere Preisklasse.  ;indicateValues;price;average ;price ;choice;1;12;1;average ;price ;1;0;0;0;1;0;0;0;0;2;;midday;tuesday;chinese;average;centre;midday ;tuesday ;chinese ;expensive ;centre ;9;0;0;provide ;2;hor ;hor ;cui35 ;prx8 ;loc01 ;midday;neutral;chinese;neutral;centre
68;11;100;0;3;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;20 Euro.  ;repetitionRequest;price;average ;price ;closed;0;9;1;average ;price ;1;0;0;0;1;0;0;0;0;2;;midday;tuesday;chinese;average;centre;midday ;tuesday ;chinese ;average expensive ;centre ;9;0;0;provide ;2;hor ;hor ;cui35 ;prx3 prx4 prx5 ;loc01 ;midday;neutral;chinese;neutral;centre
68;12;100;0;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;3;;midday;tuesday;chinese;neutral;centre;midday ;tuesday ;chinese ;average expensive ;centre ;9;0;0;accept ;1;hor ;hor ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;neutral;centre
68;13;100;0;3;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Preis ändern.  ;request;field;changequery price ;action field ;closed;1;28;2;changequery price ;action field ;2;0;0;0;1;0;0;0;0;3;;midday;tuesday;chinese;neutral;centre;midday ;tuesday ;chinese ;average ;centre ;9;0;0;provide ;2;hor ;hor ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;neutral;centre
68;14;100;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Keine Präferenz.  ;indicateValues;price;neutral ;price ;choice;1;12;1;neutral neutral ;price logical ;1;0;0;1;0;0;0;1;0;3;;midday;tuesday;chinese;neutral;centre;midday ;tuesday ;chinese ;average ;centre ;10;0;0;provide ;2;hor ;hor ;cui35 ;prx7 ;loc01 ;midday;neutral;chinese;neutral;centre
